timestamp,gravity,angle,temperature,temp_units,battery,interval,name,ID,RSSI,token
2025-02-11 16:28:57,26.65,76.32,20.81,C,4.11,10,SpinHydro,6548473,-58,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:29:08,26.64,76.30,20.81,C,4.11,10,SpinHydro,6548473,-58,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:29:19,26.64,76.31,20.81,C,4.11,10,SpinHydro,6548473,-53,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:29:30,26.64,76.31,20.81,C,4.11,10,SpinHydro,6548473,-58,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:35:15,24.95,72.99,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:35:27,24.87,72.83,20.50,C,4.11,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:35:38,24.81,72.73,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:35:49,24.76,72.62,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:36:00,24.68,72.45,20.50,C,4.11,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:36:11,24.63,72.36,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:36:33,24.59,72.28,20.50,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:36:45,24.58,72.26,20.50,C,4.11,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:36:56,24.57,72.25,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:37:07,24.56,72.23,20.44,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:37:18,24.55,72.21,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:37:29,24.53,72.17,20.44,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:37:40,24.52,72.16,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:37:51,24.51,72.13,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:38:03,24.50,72.12,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:38:14,24.51,72.12,20.44,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:38:25,24.50,72.11,20.44,C,4.11,10,SpinHydro,6548473,-57,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:38:36,24.48,72.07,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:38:47,24.47,72.06,20.44,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:38:58,24.47,72.05,20.44,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:39:09,24.46,72.03,20.44,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:39:20,24.45,72.02,20.44,C,4.11,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:39:32,24.45,72.02,20.44,C,4.11,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:39:43,24.45,72.01,20.44,C,4.11,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:39:54,24.45,72.00,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:40:05,24.44,72.00,20.44,C,4.11,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:40:16,24.43,71.98,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:40:27,24.43,71.97,20.44,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:40:41,24.43,71.97,20.44,C,4.10,10,SpinHydro,6548473,-56,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:40:52,24.42,71.96,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:41:03,24.43,71.97,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:41:14,24.43,71.97,20.50,C,4.11,10,SpinHydro,6548473,-54,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:41:26,24.42,71.95,20.50,C,4.11,10,SpinHydro,6548473,-55,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:41:37,24.43,71.97,20.50,C,4.11,10,SpinHydro,6548473,-57,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:44:29,24.84,72.77,20.56,C,4.10,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:44:40,24.84,72.78,20.56,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:44:51,24.84,72.77,20.56,C,4.11,10,SpinHydro,6548473,-59,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:45:03,24.84,72.77,20.56,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:45:14,24.85,72.79,20.56,C,4.11,10,SpinHydro,6548473,-58,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:45:25,24.84,72.77,20.56,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:45:36,24.84,72.77,20.50,C,4.11,10,SpinHydro,6548473,-59,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:45:47,24.85,72.79,20.50,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:45:58,24.84,72.78,20.56,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:46:12,24.83,72.76,20.50,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:46:23,24.82,72.74,20.56,C,4.10,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:46:34,24.83,72.75,20.56,C,4.11,10,SpinHydro,6548473,-59,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:46:45,24.81,72.72,20.56,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:46:56,24.81,72.72,20.56,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:47:07,24.81,72.72,20.56,C,4.10,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:47:19,24.81,72.72,20.56,C,4.11,10,SpinHydro,6548473,-59,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:47:30,24.83,72.75,20.56,C,4.11,10,SpinHydro,6548473,-60,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:47:43,24.83,72.76,20.56,C,4.10,10,SpinHydro,6548473,-70,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:47:54,24.83,72.76,20.56,C,4.11,10,SpinHydro,6548473,-69,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:48:05,24.83,72.76,20.62,C,4.11,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:48:17,24.80,72.71,20.62,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:48:28,24.83,72.76,20.56,C,4.11,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:48:39,24.83,72.76,20.62,C,4.11,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:48:50,24.84,72.78,20.56,C,4.11,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:49:01,24.84,72.78,20.56,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:49:12,24.83,72.76,20.56,C,4.11,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:49:23,24.84,72.77,20.56,C,4.11,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:49:35,24.83,72.75,20.56,C,4.11,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:49:46,24.84,72.78,20.56,C,4.11,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:49:57,24.84,72.77,20.56,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:50:08,24.83,72.76,20.56,C,4.11,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:50:19,24.85,72.79,20.56,C,4.10,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:50:30,24.84,72.77,20.56,C,4.10,10,SpinHydro,6548473,-69,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:50:44,24.83,72.76,20.56,C,4.10,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:51:00,24.83,72.76,20.56,C,4.10,10,SpinHydro,6548473,-71,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:51:11,24.83,72.76,20.75,C,4.10,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:51:22,24.84,72.78,20.75,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:51:33,24.85,72.80,20.81,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:51:45,24.85,72.79,20.81,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:51:56,24.85,72.80,20.75,C,4.10,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:52:07,24.85,72.80,20.75,C,4.11,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:52:20,24.85,72.80,20.75,C,4.10,10,SpinHydro,6548473,-69,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:52:31,24.85,72.80,20.75,C,4.10,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:52:43,24.85,72.80,20.75,C,4.10,10,SpinHydro,6548473,-73,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:55:19,24.22,71.56,20.62,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:55:30,24.21,71.55,20.62,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:55:41,24.22,71.57,20.62,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:55:52,24.22,71.57,20.62,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:56:03,24.23,71.58,20.56,C,4.11,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:56:20,24.23,71.59,20.56,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:56:36,24.22,71.57,20.69,C,4.10,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:56:47,24.24,71.60,20.81,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:56:58,24.24,71.60,20.88,C,4.10,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:57:09,24.25,71.62,20.88,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:57:20,24.25,71.62,20.88,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:57:32,24.23,71.59,20.81,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:57:43,24.23,71.59,20.81,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:57:54,24.24,71.60,20.81,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:58:05,24.24,71.59,20.75,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:58:16,24.24,71.60,20.75,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:58:27,24.23,71.59,20.75,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:58:38,24.25,71.61,20.69,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:58:50,24.26,71.65,20.75,C,4.10,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:59:01,24.26,71.64,20.69,C,4.10,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:59:14,24.25,71.62,20.69,C,4.10,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:59:25,24.25,71.63,20.75,C,4.10,10,SpinHydro,6548473,-66,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:59:36,24.26,71.65,20.75,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:59:48,24.26,71.65,20.69,C,4.10,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 16:59:59,24.26,71.63,20.69,C,4.10,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:00:12,24.25,71.63,20.69,C,4.10,10,SpinHydro,6548473,-70,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:00:26,24.25,71.63,20.69,C,4.10,10,SpinHydro,6548473,-68,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:00:37,24.25,71.62,20.75,C,4.10,10,SpinHydro,6548473,-69,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:00:50,24.25,71.63,20.81,C,4.10,10,SpinHydro,6548473,-70,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:01:01,24.25,71.63,20.88,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:01:13,24.25,71.63,20.88,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:01:26,24.25,71.63,20.81,C,4.10,10,SpinHydro,6548473,-70,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:01:37,24.27,71.66,20.88,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:01:48,24.26,71.64,20.88,C,4.10,10,SpinHydro,6548473,-73,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:01:59,24.26,71.64,20.88,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:02:10,24.26,71.65,20.88,C,4.10,10,SpinHydro,6548473,-70,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:02:22,24.26,71.64,20.81,C,4.10,10,SpinHydro,6548473,-71,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:02:33,24.26,71.63,20.81,C,4.10,10,SpinHydro,6548473,-71,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:02:46,24.25,71.63,20.81,C,4.10,10,SpinHydro,6548473,-73,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:02:57,24.26,71.64,20.81,C,4.10,10,SpinHydro,6548473,-71,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:03:11,24.25,71.63,20.88,C,4.10,10,SpinHydro,6548473,-73,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:03:22,24.26,71.64,20.88,C,4.10,10,SpinHydro,6548473,-71,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:03:33,24.26,71.65,20.88,C,4.10,10,SpinHydro,6548473,-72,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:03:44,23.49,70.15,20.88,C,4.10,10,SpinHydro,6548473,-58,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:03:55,24.65,72.39,20.88,C,4.10,10,SpinHydro,6548473,-62,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:04:06,24.84,72.78,20.88,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:04:18,24.30,71.72,20.81,C,4.10,10,SpinHydro,6548473,-76,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:04:29,24.35,71.81,20.81,C,4.10,10,SpinHydro,6548473,-86,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:04:43,24.35,71.82,20.75,C,4.10,10,SpinHydro,6548473,-73,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:04:54,24.34,71.80,20.81,C,4.10,10,SpinHydro,6548473,-67,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:05:05,24.35,71.82,20.81,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:05:16,24.34,71.80,20.81,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:07:18,23.81,70.76,20.69,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:07:30,23.76,70.67,20.62,C,4.10,10,SpinHydro,6548473,-62,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:07:41,23.76,70.67,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:07:52,23.77,70.69,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:08:03,23.78,70.70,20.62,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:08:14,23.78,70.70,20.56,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:08:59,23.79,70.72,20.56,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:09:10,23.79,70.73,20.56,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:09:21,23.78,70.71,20.50,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:09:32,23.77,70.69,20.56,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:09:43,23.79,70.72,20.50,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:09:54,23.78,70.71,20.50,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:10:05,23.78,70.70,20.50,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:10:19,23.78,70.71,20.50,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:10:30,23.78,70.70,20.56,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:10:44,23.78,70.70,20.56,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:10:55,23.78,70.71,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:11:08,23.77,70.68,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:11:19,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:11:30,23.78,70.70,20.69,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:11:42,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:11:53,23.78,70.71,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:12:04,23.79,70.73,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:12:15,23.79,70.72,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:12:28,23.78,70.71,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:12:42,23.78,70.70,20.69,C,4.10,10,SpinHydro,6548473,-62,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:12:53,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:13:07,23.78,70.71,20.75,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:13:18,23.79,70.73,20.75,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:13:29,23.79,70.73,20.81,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:13:40,23.79,70.72,20.81,C,4.10,10,SpinHydro,6548473,-64,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:13:51,23.78,70.71,20.75,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:14:02,23.78,70.71,20.75,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:14:13,23.79,70.73,20.75,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:14:24,23.78,70.71,20.75,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:14:36,23.79,70.72,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:14:47,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:14:58,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:15:09,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:15:20,23.79,70.72,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:15:31,23.78,70.71,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:15:42,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-62,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:15:54,23.78,70.71,20.62,C,4.10,10,SpinHydro,6548473,-62,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:16:05,23.78,70.71,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:16:16,23.79,70.72,20.62,C,4.10,10,SpinHydro,6548473,-62,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:16:29,23.78,70.72,20.56,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:16:40,23.79,70.73,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:16:52,23.79,70.72,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:17:03,23.79,70.72,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:17:16,23.78,70.70,20.62,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:17:27,23.79,70.73,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:17:38,23.79,70.72,20.69,C,4.10,10,SpinHydro,6548473,-62,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:17:50,23.79,70.73,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:18:03,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-65,8hyLBUGgsPvEzoDyJpzu
2025-02-11 17:18:14,23.78,70.71,20.69,C,4.10,10,SpinHydro,6548473,-63,8hyLBUGgsPvEzoDyJpzu
